CLIENTE;STATUSx;STATUS;IDADE;BIDADE_1;BIDADE_2;BIDADE_3;BIDADE_4;UNIFED;BSTATE_SP;BSTATE_RJ;FONE;BFONE;INSTRU;BINST_PR_SEC;BINST_SUP;CARTAO;BCARD;RESTR;BRESTR;RESID;BRESID;ATRASO;FICCAO;BFIX;NAOFICCAO;BNOFIX;AUTOAJUDA;BAUTAJ;CATEG
LDOR_1430;BOM;BOM;41;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;ALUG;0;0;SIM;1;NAO;1;SIM;1;1
LDOR_1431;BOM;BOM;23;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1432;MAU;MAU;37;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;36;SIM;1;NAO;0;NAO;0;0
LDOR_1433;BOM;BOM;47;1;1;1;0;SP;1;0;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1434;BOM;BOM;56;1;1;1;1;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;24;NAO;0;NAO;0;SIM;1;0
LDOR_1435;BOM;BOM;33;1;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_1436;MAU;MAU;64;1;1;1;1;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;SIM;1;PROP;1;37;SIM;1;NAO;0;SIM;1;1
LDOR_1437;MAU;MAU;39;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;SIM;1;ALUG;0;44;NAO;0;NAO;0;SIM;1;1
LDOR_1438;BOM;BOM;67;1;1;1;1;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;14;SIM;1;NAO;0;NAO;0;0
LDOR_1439;BOM;BOM;31;0;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;1;NAO;0;NAO;0;SIM;1;1
LDOR_1440;BOM;BOM;77;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;MV;0;NAO;0;PROP;1;14;NAO;0;SIM;0;SIM;1;1
LDOR_1441;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;0
LDOR_1442;BOM;BOM;37;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;ALUG;0;4;SIM;1;NAO;1;NAO;0;0
LDOR_1443;BOM;BOM;47;1;1;1;0;RJ;0;1;SIM;1;MV;0;0;NAO;0;SIM;1;ALUG;0;21;NAO;0;NAO;0;SIM;1;1
LDOR_1444;BOM;BOM;29;0;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_1445;BOM;BOM;27;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;2;SIM;1;NAO;0;NAO;0;0
LDOR_1446;MAU;MAU;34;1;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;41;NAO;0;NAO;0;NAO;0;0
LDOR_1447;MAU;MAU;37;1;0;0;0;RJ;0;1;NÃO;0;MV;0;0;NAO;0;NAO;0;PROP;1;33;SIM;1;NAO;0;NAO;0;0
LDOR_1448;MAU;MAU;35;1;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;37;SIM;1;NAO;0;NAO;0;0
LDOR_1449;BOM;BOM;48;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;SIM;1;1
LDOR_1450;BOM;BOM;47;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1451;BOM;BOM;41;1;1;0;0;RJ;0;1;NÃO;0;SUP;0;1;SIM;1;NAO;0;ALUG;0;0;NAO;0;NAO;0;NAO;0;0
LDOR_1452;BOM;BOM;49;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_1453;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;10;SIM;1;SIM;0;NAO;0;0
LDOR_1454;BOM;BOM;26;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_1455;BOM;BOM;50;1;1;1;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;NAO;0;1
LDOR_1456;MAU;MAU;35;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;44;NAO;0;NAO;0;SIM;1;0
LDOR_1457;BOM;BOM;61;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_1458;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;NAO;0;SIM;1;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_1459;MAU;MAU;47;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;35;SIM;1;NAO;0;NAO;0;0
LDOR_1460;BOM;BOM;47;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1461;BOM;BOM;25;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;0
LDOR_1462;BOM;BOM;44;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1463;BOM;BOM;50;1;1;1;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_1464;BOM;BOM;46;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;1;NAO;0;NAO;0;NAO;0;0
LDOR_1465;BOM;BOM;35;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;4;SIM;1;NAO;0;NAO;0;1
LDOR_1466;BOM;BOM;29;0;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;SIM;1;1
LDOR_1467;BOM;BOM;62;1;1;1;1;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1468;BOM;BOM;46;1;1;1;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_1469;BOM;BOM;47;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1470;BOM;BOM;32;1;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;5;NAO;0;NAO;0;NAO;0;0
LDOR_1471;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;SIM;0;NAO;0;0
LDOR_1472;MAU;MAU;40;1;1;0;0;RJ;0;1;NÃO;0;MV;0;0;SIM;1;SIM;1;PROP;1;31;SIM;1;NAO;0;NAO;0;0
LDOR_1473;BOM;BOM;70;1;1;1;1;RJ;0;1;NÃO;0;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1474;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;4;NAO;0;NAO;0;NAO;0;0
LDOR_1475;MAU;MAU;41;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;32;SIM;1;NAO;0;NAO;0;0
LDOR_1476;BOM;BOM;49;1;1;1;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1477;MAU;MAU;36;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;41;NAO;0;NAO;0;SIM;1;0
LDOR_1478;BOM;BOM;26;0;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_1479;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1480;BOM;BOM;70;1;1;1;1;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_1481;MAU;MAU;25;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;39;SIM;1;SIM;0;NAO;0;0
LDOR_1482;MAU;MAU;40;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;32;NAO;0;NAO;0;SIM;1;0
LDOR_1483;BOM;BOM;39;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_1484;BOM;BOM;33;1;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_1485;BOM;BOM;26;0;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;19;SIM;1;NAO;0;NAO;0;0
LDOR_1486;MAU;MAU;28;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;32;NAO;0;NAO;0;SIM;1;0
LDOR_1487;BOM;BOM;59;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1488;BOM;BOM;38;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1489;BOM;BOM;37;1;0;0;0;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_1490;BOM;BOM;59;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_1491;MAU;MAU;50;1;1;1;0;SP;1;0;SIM;1;PRIM & SEC;1;0;NAO;0;SIM;1;PROP;1;37;SIM;1;NAO;0;SIM;1;1
LDOR_1492;MAU;MAU;50;1;1;1;0;SP;1;0;SIM;1;PRIM & SEC;1;0;NAO;0;SIM;1;PROP;1;32;NAO;0;NAO;0;SIM;1;0
LDOR_1493;BOM;BOM;28;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1494;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1495;BOM;BOM;35;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;0
LDOR_1496;BOM;BOM;49;1;1;1;0;OUTROS;0;0;NÃO;0;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1497;BOM;BOM;39;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1498;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;SIM;0;NAO;0;1
LDOR_1499;BOM;BOM;20;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1500;BOM;BOM;47;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;3;SIM;1;SIM;0;NAO;0;0
LDOR_1501;BOM;BOM;29;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1502;BOM;BOM;35;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;SIM;1;0
LDOR_1503;MAU;MAU;35;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;42;NAO;0;NAO;0;SIM;1;0
LDOR_1504;BOM;BOM;41;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;1
LDOR_1505;BOM;BOM;44;1;1;1;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;SIM;0;NAO;0;0
LDOR_1506;BOM;BOM;51;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;MV;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1507;BOM;BOM;53;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;4;NAO;0;SIM;1;SIM;1;1
LDOR_1508;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;NAO;0;0
LDOR_1509;BOM;BOM;63;1;1;1;1;OUTROS;0;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_1510;BOM;BOM;38;1;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_1511;MAU;MAU;26;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;35;SIM;1;NAO;0;SIM;1;1
LDOR_1512;BOM;BOM;32;1;0;0;0;RJ;0;1;NÃO;0;MV;0;0;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;1
LDOR_1513;BOM;BOM;34;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1514;BOM;BOM;29;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;3;NAO;0;NAO;0;NAO;0;0
LDOR_1515;MAU;MAU;52;1;1;1;1;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;33;SIM;1;NAO;0;NAO;0;0
LDOR_1516;BOM;BOM;19;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1517;MAU;MAU;41;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;42;NAO;0;NAO;0;SIM;1;0
LDOR_1518;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_1519;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;5;NAO;0;NAO;0;SIM;1;1
LDOR_1520;BOM;BOM;34;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;5;NAO;0;NAO;0;SIM;1;0
LDOR_1521;BOM;BOM;72;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;1;NAO;0;NAO;0;NAO;0;0
LDOR_1522;BOM;BOM;50;1;1;1;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;0
LDOR_1523;BOM;BOM;35;1;0;0;0;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;3;NAO;0;NAO;1;NAO;0;0
LDOR_1524;BOM;BOM;48;1;1;1;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;1;NAO;0;1
LDOR_1525;BOM;BOM;19;0;0;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;15;SIM;1;NAO;0;NAO;0;1
LDOR_1526;BOM;BOM;36;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;18;SIM;1;NAO;0;NAO;0;0
LDOR_1527;BOM;BOM;50;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;5;SIM;1;NAO;0;SIM;1;1
LDOR_1528;BOM;BOM;34;1;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_1529;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;SIM;1;1
LDOR_1530;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;NAO;0;SIM;1;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_1531;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1532;MAU;MAU;32;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;34;SIM;1;NAO;0;NAO;0;0
LDOR_1533;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;1
LDOR_1534;BOM;BOM;34;1;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;9;SIM;1;NAO;0;SIM;1;1
LDOR_1535;MAU;MAU;45;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;32;SIM;1;NAO;0;SIM;1;1
LDOR_1536;BOM;BOM;50;1;1;1;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_1537;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;SIM;1;1
LDOR_1538;BOM;BOM;19;0;0;0;0;SP;1;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1539;BOM;BOM;26;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1540;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1541;BOM;BOM;61;1;1;1;1;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;5;SIM;1;NAO;0;NAO;0;1
LDOR_1542;MAU;MAU;36;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;ALUG;0;31;SIM;1;NAO;1;SIM;1;1
LDOR_1543;BOM;BOM;41;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;23;NAO;0;NAO;1;NAO;0;0
LDOR_1544;MAU;MAU;69;1;1;1;1;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;ALUG;0;31;NAO;0;NAO;0;SIM;1;0
LDOR_1545;BOM;BOM;61;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;NAO;0;0
LDOR_1546;BOM;BOM;60;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1547;BOM;BOM;29;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1548;BOM;BOM;65;1;1;1;1;SP;1;0;SIM;1;MV;0;0;NAO;0;SIM;1;PROP;1;4;NAO;0;NAO;0;NAO;0;0
LDOR_1549;BOM;BOM;25;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1550;BOM;BOM;45;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1551;BOM;BOM;41;1;1;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;3;SIM;1;NAO;0;SIM;1;1
LDOR_1552;BOM;BOM;44;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1553;BOM;BOM;78;1;1;1;1;RJ;0;1;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_1554;BOM;BOM;88;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1555;BOM;BOM;41;1;1;0;0;SP;1;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;5;SIM;1;NAO;0;NAO;0;0
LDOR_1556;BOM;BOM;50;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;0
LDOR_1557;MAU;MAU;54;1;1;1;1;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;42;NAO;0;NAO;0;SIM;1;0
LDOR_1558;BOM;BOM;56;1;1;1;1;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;12;SIM;1;NAO;0;NAO;0;1
LDOR_1559;BOM;BOM;29;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;9;SIM;1;NAO;0;NAO;0;1
LDOR_1560;BOM;BOM;29;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;2;NAO;0;NAO;0;NAO;0;0
LDOR_1561;BOM;BOM;73;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_1562;BOM;BOM;19;0;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1563;BOM;BOM;33;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1564;MAU;MAU;57;1;1;1;1;OUTROS;0;0;SIM;1;MV;0;0;NAO;0;NAO;0;ALUG;0;42;NAO;0;NAO;0;SIM;1;0
LDOR_1565;BOM;BOM;35;1;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_1566;BOM;BOM;41;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;SIM;1;1
LDOR_1567;BOM;BOM;25;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;1
LDOR_1568;BOM;BOM;52;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_1569;BOM;BOM;37;1;0;0;0;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;8;SIM;1;NAO;1;NAO;0;1
LDOR_1570;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1571;BOM;BOM;42;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1572;MAU;MAU;20;0;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;31;NAO;0;NAO;0;SIM;1;0
LDOR_1573;BOM;BOM;35;1;0;0;0;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_1574;BOM;BOM;47;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;4;SIM;1;NAO;0;NAO;0;1
LDOR_1575;BOM;BOM;34;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;SIM;1;PROP;1;2;SIM;1;NAO;1;NAO;0;0
LDOR_1576;BOM;BOM;70;1;1;1;1;RJ;0;1;NÃO;0;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_1577;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1578;BOM;BOM;20;0;0;0;0;SP;1;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_1579;BOM;BOM;52;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;NAO;0;0
LDOR_1580;BOM;BOM;39;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;SIM;1;SIM;0;NAO;0;0
LDOR_1581;BOM;BOM;54;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_1582;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;1;NAO;0;0
LDOR_1583;BOM;BOM;43;1;1;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;SIM;1;1
